Customer_ID,Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Customer_Value,Churn
19609,0,0,7,0,0,0,0,0,2,1,1,0,1
12186,NA,0,37,0,4180,NA,30,19,NA,1,1,290.04,0
15665,0,0,38,0,128,NA,32,6,3,1,2,133.32,0
11390,5,0,36,0,2263,60,384,26,3,1,1,1628.92,0
14829,0,0,37,0,2203,NA,27,35,2,1,1,223.245,0
10972,0,0,37,0,2170,NA,310,20,3,1,1,1328.36,0
10847,8,0,36,NA,8925,NA,169,NA,3,1,1,1037.84,0
17029,2,0,37,0,13583,169,25,46,3,1,1,650.08,0
13596,1,0,37,0,5728,NA,32,14,3,1,1,360.92,0
13815,4,0,37,0,2048,54,33,NA,3,1,2,216.08,0
19058,0,0,37,1,2905,27,508,10,3,1,1,2149.28,0
15141,4,0,NA,0,15295,182,175,32,2,1,1,1483.965,0
11866,0,0,36,1,6310,86,211,28,3,1,1,1099.84,0
14069,0,0,36,0,685,NA,25,13,2,1,2,143.955,0
13597,0,0,36,0,NA,0,25,0,2,1,2,112.5,1
14849,NA,0,36,0,7318,127,409,45,3,1,1,1933.8,0
15696,2,0,36,1,11275,154,36,49,4,1,1,375.725,0
14188,3,0,36,1,6528,75,NA,39,2,1,1,895.635,0
15773,18,0,NA,0,NA,47,41,NA,3,1,2,196.48,1
16680,16,0,35,8,10245,93,26,44,5,2,1,194.07,0
10676,8,1,35,1,5628,98,NA,26,2,1,1,487.17,1
14020,4,0,35,0,2078,44,59,33,3,1,2,320.88,1
19859,0,0,NA,0,0,0,25,0,NA,1,2,100,1
12216,0,0,35,0,1478,25,25,8,4,1,1,100.075,0
11886,0,0,32,1,NA,97,39,24,5,1,1,158.88,0
16883,0,0,35,0,NA,7,34,6,4,1,2,96.125,1
12398,0,0,35,1,148,4,29,4,5,1,1,45.78,0
15338,20,0,30,NA,15885,NA,25,NA,2,1,1,838.035,0
18073,1,0,33,3,6775,116,296,35,2,2,1,1642.095,0
13129,NA,0,35,0,3528,82,27,30,3,1,1,252.4,0
12226,1,0,35,0,2590,53,200,25,2,1,1,1018.935,0
15397,0,0,25,NA,1378,39,NA,70,4,1,1,172.925,0
10645,6,0,26,NA,510,25,35,9,3,1,2,161.4,0
14000,0,0,25,0,635,10,46,5,4,1,2,131.125,0
16360,5,0,24,0,1035,32,44,15,2,1,1,246.015,0
18548,0,0,24,0,3035,61,33,NA,3,1,1,255.84,0
16083,11,0,NA,1,6203,NA,110,44,2,2,1,780.48,0
13751,7,0,14,0,8743,171,98,42,5,1,1,280.71,0
12606,3,0,15,3,2663,45,56,21,3,1,1,332.32,0
13903,0,0,8,1,4200,NA,240,12,3,1,1,1129.6,0
10273,0,1,8,1,1298,19,25,9,3,1,1,NA,1
17843,0,0,NA,0,0,0,0,0,2,1,2,0,0
16616,5,0,NA,0,2033,48,320,18,2,1,1,1533.645,0
17590,0,0,35,0,1973,46,0,27,1,1,1,111.045,0
14863,6,0,35,0,NA,70,0,22,2,1,1,154.125,0
11817,0,0,35,0,1940,NA,246,12,3,1,1,1062.68,0
13457,2,0,35,0,13353,157,0,38,3,1,1,540.4,0
10176,2,0,35,NA,4095,71,0,19,3,1,1,166.64,0
18966,1,0,35,0,5498,83,NA,6,2,1,1,251.145,0
17855,NA,0,35,0,1818,NA,0,11,3,1,2,NA,0
14332,20,0,35,1,14720,213,15,26,2,1,1,739.485,0
16549,4,0,34,0,15065,170,NA,24,2,1,1,1185.075,0
19585,0,0,34,0,NA,74,147,20,3,1,1,834.16,0
13264,0,0,34,0,455,2,0,5,2,1,2,20.565,0
15579,0,NA,NA,0,290,2,0,2,2,1,2,13.14,0
17394,0,0,34,0,0,0,0,0,2,1,2,0,1
18473,NA,0,34,0,7088,115,345,37,2,1,1,1876.635,0
17083,2,0,34,0,11045,142,0,41,3,1,1,447.48,0
19591,3,0,34,0,6298,63,69,31,2,1,1,596.745,0
15629,18,0,30,0,535,35,0,11,2,1,2,25.65,1
18930,8,0,33,0,5398,86,0,18,2,1,1,246.78,1
16545,0,0,31,0,2420,NA,0,NA,3,1,1,97.2,0
11706,4,1,32,0,2570,29,0,10,2,1,2,116.955,1
17959,0,0,33,0,NA,0,0,0,2,1,2,0,1
15740,0,0,33,0,1248,NA,NA,3,3,1,1,50.44,0
11570,0,0,30,0,6365,85,0,16,4,1,1,161.25,0
19969,0,0,NA,0,0,NA,0,0,3,1,2,0,1
11768,0,0,33,0,NA,0,0,0,4,1,1,NA,0
16527,NA,0,28,1,15655,NA,0,74,2,1,1,714.645,0
11297,1,0,31,NA,NA,104,232,27,2,2,1,1343.205,0
15478,NA,0,32,0,1245,32,0,14,3,1,2,51.08,0
14537,1,0,33,0,2360,41,136,17,2,1,1,720.045,0
10491,0,0,24,0,895,24,154,5,2,2,1,734.355,0
10606,0,0,23,0,1148,27,0,62,4,1,1,29.375,0
16250,6,0,24,0,280,13,0,NA,2,1,2,13.185,0
13599,NA,0,23,0,0,0,0,0,4,1,2,NA,0
17518,5,0,22,0,NA,20,0,NA,1,1,1,45.375,0
19258,0,0,22,0,2805,49,0,17,3,1,1,114.16,0
17794,0,0,15,0,1275,14,0,8,2,NA,1,58.005,0
12565,11,0,14,0,5973,129,46,NA,1,2,1,588.61,0
14557,7,0,12,0,NA,159,NA,34,4,1,1,301.8,0
10518,3,0,NA,1,2433,33,0,13,3,1,1,98.64,0
16331,0,1,6,0,1068,7,0,1,2,1,1,48.375,1
14471,NA,0,36,0,4255,66,7,18,2,1,1,225.945,0
15994,0,0,37,0,0,NA,9,0,NA,1,2,40.5,0
17665,7,0,35,0,2338,55,361,NA,2,1,1,1732.185,0
14524,NA,0,36,NA,4083,61,3,36,1,1,1,244.42,0
18802,8,0,36,NA,3660,77,34,29,2,1,1,321.165,0
12366,1,0,36,0,2245,34,NA,19,3,1,NA,1239.16,0
16921,NA,0,35,1,9000,116,NA,NA,3,1,1,948.64,0
11853,4,0,36,0,4400,78,4,NA,3,1,1,195.12,0
11171,3,0,36,0,5803,90,9,13,2,1,1,305.685,0
14269,6,1,36,0,2123,NA,NA,NA,3,1,2,126.88,0
10749,22,0,36,2,15025,220,56,33,3,1,1,833.8,0
13135,1,0,NA,0,2980,22,485,NA,3,1,1,2060.08,0
19126,6,0,35,0,NA,177,152,31,2,1,1,NA,0
12874,0,0,35,NA,6385,81,188,27,3,1,1,1010.64,0
18642,0,0,35,0,760,NA,2,NA,2,1,2,43.605,0
14365,0,0,35,0,0,0,2,0,2,1,2,9,1
18999,0,0,35,0,7393,NA,386,44,2,1,1,2075.175,0
16692,4,0,35,0,11350,149,NA,NA,3,1,1,511.96,0
15861,NA,0,35,0,6603,70,110,NA,2,1,1,795.285,0
13942,20,0,31,0,840,42,18,NA,2,1,2,120.69,1
12837,18,0,34,7,10320,NA,3,NA,4,1,1,267.7,0
10708,6,0,33,0,2875,36,11,17,2,1,2,180.495,1
17350,6,1,34,0,2153,39,36,32,3,1,2,NA,1
12619,0,0,34,0,0,0,2,0,3,1,2,8,1
19545,0,0,NA,0,513,2,11,5,4,1,2,40.375,1
15242,0,0,34,0,0,0,6,0,5,1,1,9,0
12079,22,0,29,2,15960,NA,2,81,2,1,1,737.685,0
12176,3,0,32,2,NA,111,273,34,2,2,1,1541.745,0
18344,0,0,34,0,3603,77,4,29,2,1,1,183.6,0
13109,0,0,33,0,1550,39,40,21,3,1,2,223.56,0
11471,3,0,34,0,2665,48,177,24,2,1,1,918.585,0
10303,1,0,NA,0,1200,31,NA,NA,2,2,1,NA,0
19639,1,0,24,0,1453,34,NA,69,4,1,1,117.175,0
18430,7,0,23,0,NA,27,NA,14,2,1,1,145.665,0
14885,0,0,NA,0,3110,56,10,24,3,1,1,166.64,0
15034,0,0,16,0,NA,21,30,15,2,1,NA,207.045,0
17006,13,0,15,0,6277,136,NA,NA,1,2,1,831.215,0
14995,9,0,13,0,8817,166,NA,NA,4,1,1,412.075,0
15786,5,0,14,2,2737,40,33,20,3,1,1,243.08,0
10386,0,0,7,0,4275,35,217,11,3,1,1,1040.4,0
11634,0,1,7,0,1372,14,2,8,2,1,1,71.37,1
10127,1,0,36,0,NA,64,0,12,2,1,1,177.255,0
10944,0,0,37,0,0,0,NA,NA,2,1,2,0,0
17133,3,0,35,0,1958,53,343,19,2,1,1,1633.995,0
14589,NA,0,36,0,3703,59,0,30,2,1,1,169.29,0
19184,0,0,36,0,1898,51,0,28,1,1,1,107.195,0
10391,4,0,36,0,3280,75,16,23,2,1,1,222.975,0
17923,0,0,36,0,13278,162,0,39,3,1,1,537.6,0
18970,0,0,36,0,4020,76,0,20,3,1,1,163.84,0
16025,NA,0,36,0,5423,88,0,7,2,1,1,247.995,0
16369,2,0,36,NA,1743,NA,0,12,3,1,2,71.6,0
14331,18,0,36,2,14645,218,38,27,3,1,1,746.52,0
11244,NA,0,36,0,2600,20,NA,3,3,1,1,1972.8,0
14309,2,0,35,0,14990,175,134,25,2,1,1,1285.425,0
14185,0,0,35,0,NA,79,170,NA,3,1,1,923.36,0
10810,0,0,35,0,380,7,0,6,2,1,2,NA,0
18768,0,0,35,0,NA,NA,0,0,2,1,2,0,1
10807,NA,0,35,0,7013,120,368,38,2,1,1,1976.985,0
11448,0,0,35,NA,NA,147,0,42,3,1,1,444.68,0
13620,1,0,35,0,6223,68,NA,32,2,1,1,697.095,0
14272,14,0,34,7,9940,86,0,37,4,1,1,250.65,0
11579,6,0,34,0,NA,91,10,19,2,1,1,288.63,1
16899,0,0,32,0,2345,15,0,NA,3,1,1,94.4,0
15472,2,1,33,0,2495,34,0,11,2,1,2,113.805,1
13605,2,0,34,0,1773,37,18,26,3,1,2,144.4,1
10167,0,0,34,0,0,0,0,0,3,1,2,0,1
12384,0,0,NA,0,6290,90,NA,NA,4,1,1,159.5,0
14470,0,0,34,0,0,0,NA,0,4,1,2,0,1
14987,0,0,34,0,0,NA,0,0,5,1,1,0,0
14253,0,0,32,2,6470,109,255,28,2,2,1,1443.555,0
12498,0,0,34,0,3223,75,0,23,2,1,1,148.41,0
17441,0,0,34,0,NA,46,159,18,2,1,1,820.395,0
19122,0,0,24,0,1073,32,14,63,4,1,1,62.625,0
18097,0,0,24,0,NA,0,5,NA,4,1,2,12.5,0
19251,3,0,23,0,730,NA,3,8,2,1,1,47.475,0
10761,0,0,23,0,2730,54,0,18,3,1,1,111.36,0
18519,0,0,16,0,1200,19,12,9,2,1,1,108.855,0
13917,5,0,13,0,NA,164,57,35,4,1,1,357.525,0
11957,1,0,14,2,2357,38,NA,14,NA,1,1,155.8,0
17426,0,0,7,NA,3895,33,199,5,3,1,1,953.12,0
14651,0,0,7,NA,992,12,NA,2,2,1,1,45.18,1
17627,1,0,31,0,NA,59,0,14,2,1,1,185.58,0
18324,NA,0,32,0,0,0,0,0,2,1,2,0,0
18798,3,0,30,0,2148,48,344,21,2,1,1,NA,0
11275,3,0,31,0,3893,54,NA,32,1,1,1,217.085,0
16741,4,0,31,0,3470,70,NA,25,2,1,1,235.8,0
18660,0,0,31,0,2055,27,270,15,3,1,1,1163.28,0
15098,6,0,30,0,8810,NA,129,40,3,1,1,872.76,0
16779,0,0,31,0,13468,157,0,41,3,1,1,545,0
17391,0,0,31,0,4210,71,0,22,3,1,1,171.24,0
13966,0,0,31,0,5613,83,NA,NA,2,1,1,256.32,0
15659,2,0,31,0,1933,42,0,14,3,1,2,79,0
10008,18,0,NA,1,14835,213,NA,29,2,1,1,852.66,0
13935,0,0,31,0,2790,15,468,5,3,1,1,NA,0
14816,2,0,30,0,15180,170,135,27,2,NA,1,1298.25,0
18034,0,0,30,0,570,2,0,8,2,1,2,25.74,0
15321,0,0,31,0,405,2,NA,5,2,1,2,18.315,0
10750,0,0,NA,0,0,NA,0,NA,2,1,2,0,1
15061,0,0,30,NA,7203,115,369,40,2,1,1,1989.81,0
16637,0,0,30,0,11160,NA,0,44,3,1,1,452.08,0
12468,NA,0,30,0,6413,63,93,34,2,1,1,709.92,0
12900,14,0,29,6,10130,81,0,39,4,1,1,255.275,0
13443,6,0,29,0,5513,86,11,NA,2,1,1,301.455,1
14090,0,0,27,NA,NA,10,0,11,3,1,1,101.8,0
16976,2,0,28,0,2685,29,0,13,2,1,2,122.13,1
17939,2,0,29,0,1963,32,NA,NA,3,1,2,155.8,1
10348,0,0,29,0,0,0,0,0,2,1,2,0,1
15624,0,0,29,0,1363,NA,NA,NA,3,1,NA,55.04,0
17737,0,0,26,0,6480,85,0,19,4,1,1,164.125,0
15636,0,0,NA,0,0,0,0,0,3,1,2,0,1
18491,18,0,24,1,15770,226,0,77,2,1,1,719.82,0
10232,0,0,27,1,6660,104,256,NA,2,2,1,1456.38,0
11310,0,0,29,0,3413,NA,0,25,2,1,1,156.735,0
11301,0,0,29,NA,2475,41,160,20,2,1,1,833.22,0
19518,0,0,19,0,1263,27,15,65,4,1,1,69.75,0
13749,4,0,20,0,395,13,0,4,2,1,2,18.36,0
14590,0,0,19,0,520,4,6,2,4,1,2,28.1,0
12393,0,0,18,0,NA,49,0,20,3,1,1,NA,0
18990,0,0,11,0,1390,14,13,11,2,1,1,121.68,0
19729,5,0,8,0,8627,159,58,NA,4,1,1,364.65,0
15664,0,0,3,0,4085,28,200,7,2,1,1,1085.085,0
14743,0,0,3,0,NA,7,0,4,2,1,1,53.505,1
19827,5,0,41,0,4065,71,6,16,3,1,1,189.44,0
18600,0,0,42,0,13,5,NA,3,3,1,2,32.72,0
10118,7,0,40,0,2148,60,360,23,3,1,1,1528.32,0
10165,7,0,41,NA,3893,NA,2,34,1,1,1,228.745,0
15188,0,0,41,0,NA,58,3,NA,2,1,1,110.07,0
17469,8,0,41,1,3470,82,33,27,3,1,1,274.08,0
19342,1,0,41,0,2055,NA,286,17,3,1,1,1227.76,0
13345,4,0,41,1,4210,83,NA,24,3,1,1,183.72,0
15540,3,0,41,0,5613,95,8,11,3,1,1,260.32,0
16826,1,0,41,1,2790,27,484,7,3,1,1,2048.68,0
12820,6,0,40,0,15180,NA,151,29,2,1,1,1370.79,0
17819,NA,0,40,1,6195,86,187,25,3,1,1,NA,0
14974,0,0,40,0,570,NA,1,10,2,1,2,30.78,0
17386,0,0,41,0,NA,14,14,7,3,1,2,72.76,0
13278,0,0,40,0,0,0,1,0,2,1,2,4.5,1
18461,NA,0,40,NA,7203,127,385,42,3,1,1,1833.2,0
19820,4,0,40,1,11160,154,12,46,4,1,1,NA,0
15418,20,0,36,0,650,47,17,16,3,1,2,95.88,1
19191,18,0,39,8,10130,93,2,41,5,1,1,156.345,0
11138,0,0,NA,0,2535,22,1,13,3,1,1,106.28,0
19560,6,1,38,0,2685,41,NA,15,3,1,2,149.04,1
17249,NA,0,NA,0,0,0,1,0,3,1,2,4,1
18006,0,0,36,1,6480,NA,15,21,5,1,1,121.155,0
14213,0,0,39,0,NA,7,10,3,4,1,2,33.25,1
12713,0,0,39,1,33,4,5,1,5,1,1,8.055,0
14227,22,0,34,3,15770,238,1,79,2,1,1,724.86,0
17112,3,0,37,NA,6660,116,272,32,2,2,1,1528.92,0
17829,NA,0,39,NA,3413,82,3,NA,3,1,1,151.8,0
14357,3,0,39,0,2475,53,176,NA,2,1,1,905.76,0
12320,1,0,NA,1,1010,36,194,10,2,2,1,920.07,0
14386,1,0,29,0,1263,39,31,67,4,1,1,110.05,0
13216,8,0,30,0,395,25,11,6,3,1,2,60.8,0
16483,7,0,NA,0,920,32,NA,12,2,1,1,132.84,0
11574,0,0,21,0,1390,26,29,13,2,1,1,194.22,0
12454,13,0,20,1,6087,141,NA,NA,2,2,1,667.26,0
11496,9,0,18,0,8627,171,74,39,5,1,1,242.97,0
12744,5,0,19,NA,NA,45,32,18,3,1,1,231.68,0
16343,0,0,12,1,1182,19,1,6,3,1,1,52.04,1
15962,9,0,37,0,4775,76,23,15,2,1,1,321.795,0
13308,1,0,38,0,723,10,8,NA,2,1,2,68.985,0
19241,11,0,36,0,2858,65,360,NA,2,1,1,1751.535,0
13100,11,0,37,0,4603,71,2,NA,1,1,1,268.07,0
17982,NA,0,NA,0,2798,63,3,31,1,1,1,173.855,0
11602,12,0,37,1,4180,87,33,26,3,1,1,302.68,0
14508,14,0,36,2,9520,126,NA,41,3,1,1,965.84,0
17121,8,0,37,1,NA,88,3,23,3,1,1,212.32,0
12028,10,0,37,0,2643,59,NA,15,3,1,2,144.08,0
12825,26,1,37,3,15545,230,NA,30,3,1,1,851,0
14073,10,0,36,0,15890,187,151,28,2,1,1,1402.965,0
16722,NA,0,36,1,6905,91,187,NA,3,1,1,1027.84,0
14843,1,0,36,0,1280,19,1,9,2,1,2,62.955,0
13391,3,0,37,0,1115,19,14,6,2,1,2,114.03,0
13856,0,0,36,0,0,0,NA,0,2,1,2,4.5,1
15637,4,0,36,0,7913,132,385,41,2,1,1,NA,0
16682,9,0,36,1,7123,80,109,35,2,1,1,814.635,0
13311,24,0,32,0,1360,52,17,NA,2,1,2,140.04,1
16506,NA,0,35,1,6223,103,27,22,2,1,1,406.17,0
15262,NA,0,33,0,NA,27,NA,12,3,1,1,134.88,0
12535,10,0,34,0,3395,NA,10,14,3,1,2,177.64,1
14276,10,1,35,0,2673,49,35,29,3,NA,2,248.88,1
18858,1,0,35,0,538,7,1,1,3,1,2,25.8,1
14914,2,0,35,0,NA,30,1,4,3,1,1,88.12,0
17673,4,0,32,1,7190,102,15,NA,4,1,1,219.8,0
17450,1,0,35,0,1033,12,NA,2,4,1,2,51.125,1
13530,26,0,30,NA,16480,243,1,78,2,1,1,757.035,0
15902,7,0,33,3,7370,121,NA,31,2,2,NA,1561.095,0
15953,3,0,35,0,NA,87,3,26,2,1,1,202.95,0
15870,NA,0,34,0,NA,49,39,18,3,1,2,240.76,0
19367,5,0,26,1,1720,41,194,NA,2,2,1,952.245,0
18302,5,0,25,0,1973,NA,31,66,4,1,1,127.925,0
18251,12,0,26,0,1105,30,11,NA,2,1,2,100.575,0
14979,1,0,25,0,1230,15,22,NA,4,1,2,86.125,0
14184,11,0,24,0,NA,37,20,11,2,1,1,165.015,0
12083,3,0,24,0,3630,NA,9,21,3,1,1,183.84,0
18111,3,0,17,0,2100,31,NA,12,2,1,1,226.395,0
12422,17,0,16,1,6797,146,86,40,1,2,1,854.865,0
10683,NA,0,14,0,9337,176,74,38,4,1,1,422.825,0
12547,9,0,15,3,3257,50,32,17,3,1,1,260.28,0
16363,3,0,NA,1,NA,NA,NA,8,3,1,1,1057.6,0
17400,4,0,8,1,1892,24,1,5,3,1,1,80.64,1
12795,0,0,35,0,NA,54,NA,15,2,1,1,153.405,0
18462,0,0,34,0,1438,43,327,22,2,1,1,1538.145,0
10151,0,0,35,0,NA,49,0,33,1,1,1,177.76,0
10461,0,0,35,0,1378,NA,NA,NA,1,1,1,78.045,0
14964,0,0,35,0,1345,22,253,16,3,1,1,1066.68,0
17669,2,0,34,0,NA,104,112,41,3,1,1,776.16,0
16970,0,0,35,0,12758,152,NA,42,3,1,1,516.4,0
12385,0,0,35,0,3500,NA,NA,23,3,1,1,142.64,0
17584,0,0,35,0,4903,NA,NA,10,2,1,1,224.145,0
10969,0,0,35,0,1223,NA,0,NA,3,1,2,50.4,0
12750,NA,0,35,1,14125,208,22,30,2,1,1,743.985,0
10770,0,NA,35,0,2080,10,451,6,3,1,1,1887.6,0
18628,0,0,34,0,5485,69,154,24,3,1,1,838.16,0
12572,0,0,34,0,0,0,0,0,2,1,2,0,0
14120,NA,0,35,0,0,0,0,0,2,1,2,0,0
19612,NA,0,34,0,0,0,0,0,2,1,2,0,1
16935,0,0,34,0,6493,110,352,41,2,1,1,1881.135,0
11583,0,0,34,0,5703,58,76,35,2,1,1,601.245,0
19000,NA,1,30,0,0,0,NA,0,2,1,2,0,1
12329,NA,0,33,6,9420,76,0,40,4,1,1,237.4,0
13826,NA,1,33,0,4803,81,0,22,2,1,1,219.78,1
17867,0,0,31,0,NA,5,0,NA,3,1,1,73.2,0
18117,0,0,32,0,1975,24,0,14,2,1,2,89.955,1
11507,NA,0,NA,0,1253,NA,2,29,3,1,2,59.2,1
12919,0,1,33,0,0,NA,0,0,2,1,2,0,1
15475,0,0,33,0,NA,8,0,4,3,1,1,26.44,0
11219,0,0,30,0,NA,80,0,20,4,1,1,146.25,0
17773,0,0,33,0,0,0,0,0,3,1,2,0,1
18468,0,0,33,0,0,0,0,0,4,1,1,0,0
14223,14,0,28,1,15060,221,0,78,2,1,1,687.645,0
17725,0,0,33,0,NA,65,0,26,2,1,1,124.56,0
16930,0,0,33,0,1765,36,143,NA,2,1,1,724.545,0
10373,0,0,24,0,NA,19,161,NA,2,2,1,738.855,0
15625,0,0,23,0,553,22,0,66,4,1,1,14.375,0
11815,0,0,23,0,0,0,0,0,4,1,2,0,0
12238,0,0,22,0,210,15,0,11,2,1,1,10.125,0
18033,0,0,22,0,2210,44,0,21,3,1,1,90.16,0
12753,0,0,15,0,680,9,0,12,2,1,1,31.005,0
16729,1,0,12,0,7917,154,41,38,4,1,1,NA,0
10926,0,0,13,1,NA,28,0,17,3,1,1,74.6,0
15680,0,0,NA,0,3375,23,183,8,3,1,1,867.92,0
19260,0,0,6,0,472,2,0,NA,2,1,1,21.33,1
13562,5,0,35,0,2148,54,352,22,2,1,1,1683.09,0
19814,5,0,36,0,3893,NA,0,33,1,1,1,217.415,0
12260,0,0,36,0,2088,52,0,31,1,1,1,NA,0
15486,6,0,36,0,3470,76,25,26,2,1,1,272.07,0
12327,0,0,36,0,2055,NA,278,NA,3,1,1,1195.52,0
11835,8,0,35,1,8810,115,137,41,3,1,1,905,0
14010,2,0,36,0,13468,163,0,42,3,1,1,545.24,0
16140,2,0,36,0,4210,77,NA,23,3,1,1,171.48,0
16534,1,NA,36,0,5613,89,0,10,2,1,1,256.59,0
10564,4,0,36,0,1933,48,1,15,3,1,2,83.24,0
12865,20,0,NA,2,14835,219,47,30,3,1,1,790.16,0
19782,0,0,36,0,NA,21,476,6,3,1,1,2016.44,0
13667,2,0,35,0,11160,148,NA,45,3,1,1,468.32,0
11521,3,0,35,0,6413,69,NA,35,2,1,1,746.19,0
11369,18,0,31,0,650,41,9,15,2,1,2,71.595,1
19701,16,0,34,7,10130,87,0,40,4,1,1,255.425,0
17439,8,0,34,0,5513,92,19,22,2,1,1,337.725,1
18064,0,0,NA,NA,2535,16,0,12,3,1,1,102.04,0
14577,4,0,33,0,2685,35,2,14,2,1,2,131.4,1
13217,0,0,34,0,0,0,0,0,3,1,2,0,1
15162,0,0,34,0,1363,19,0,4,3,1,1,55.28,0
13992,0,1,34,0,323,1,NA,2,4,1,2,13.1,1
17237,NA,0,34,0,0,0,0,0,5,1,1,0,0
13634,20,0,29,2,15770,232,0,78,2,1,1,720.09,0
10628,0,0,34,0,3413,76,0,26,2,1,1,157.005,0
16745,1,0,34,NA,2475,47,168,NA,2,1,1,869.49,0
13850,0,0,25,NA,1010,30,186,9,2,2,1,883.8,0
19910,0,0,24,0,1263,33,23,66,4,1,1,89.9,0
18734,6,0,25,0,395,19,3,NA,2,1,2,32.13,0
12123,0,0,24,0,NA,4,14,1,4,1,2,48.1,0
12091,0,0,16,0,NA,20,21,12,2,1,1,157.95,0
17966,11,0,15,0,NA,NA,NA,40,1,2,1,771.21,0
16464,7,0,13,0,8627,165,66,38,4,1,1,NA,0
15857,0,0,7,0,4085,34,208,8,3,1,1,996.76,0
16673,0,0,7,0,1182,13,0,5,2,1,1,53.775,1
17437,3,0,36,0,4065,65,0,15,2,1,1,185.85,0
16552,0,0,37,0,0,0,0,0,2,1,2,0,0
14878,NA,0,35,0,2148,54,352,22,2,1,1,1683.09,0
17931,0,0,36,0,2088,52,0,31,1,1,1,117.7,0
14666,6,0,36,0,NA,76,25,26,2,1,1,272.07,0
18663,NA,0,36,0,2055,33,278,16,3,1,1,1195.52,0
12980,NA,0,35,1,NA,115,137,41,3,1,1,905,0
18398,2,0,36,NA,13468,NA,0,42,3,1,1,545.24,0
13463,2,0,36,NA,4210,NA,0,23,3,1,1,171.48,0
15983,1,0,36,0,5613,89,0,10,2,1,1,256.59,0
15143,4,0,36,NA,1933,48,NA,15,3,1,2,83.24,0
16164,20,0,36,2,14835,219,47,30,3,1,1,790.16,0
18222,0,0,36,0,2790,NA,476,NA,3,1,1,2016.44,0
11705,4,0,35,NA,NA,176,143,28,2,1,1,1334.52,0
12151,0,0,35,0,6195,80,179,24,3,1,1,967,0
12960,0,0,NA,0,570,8,0,9,2,1,2,26.01,0
17607,0,0,36,0,405,8,6,6,2,1,2,45.585,0
10938,NA,0,35,0,7203,121,377,41,2,1,1,2026.08,0
12184,2,0,35,0,11160,148,4,NA,3,1,1,468.32,0
11576,3,0,35,0,6413,69,101,NA,2,1,1,746.19,0
15930,18,1,31,0,NA,41,9,15,2,1,2,71.595,1
19532,16,0,34,7,10130,NA,0,40,4,1,1,255.425,0
10450,8,0,34,0,5513,92,19,NA,2,1,1,337.725,1
12106,0,0,32,0,2535,16,0,12,3,1,1,NA,0
13099,4,1,NA,0,2685,35,2,NA,2,1,2,131.4,1
14975,0,1,34,0,0,0,NA,0,3,1,2,0,1
19393,0,0,34,0,1363,NA,0,4,3,1,1,55.28,0
13956,0,0,31,0,6480,91,7,20,4,1,1,181.775,0
10095,0,0,34,0,323,1,NA,2,4,1,2,13.1,1
17633,0,0,NA,0,0,0,0,0,5,1,1,NA,0
15451,20,0,29,NA,15770,232,0,78,2,1,1,720.09,0
18679,1,0,32,2,NA,110,264,31,2,2,1,1492.65,0
19103,0,0,34,0,NA,NA,NA,26,2,1,1,NA,0
12941,0,0,33,0,1360,NA,31,18,3,1,2,179.92,0
12630,1,0,34,0,2475,47,168,21,2,1,1,869.49,0
13462,0,0,25,NA,1010,30,NA,9,2,2,1,883.8,0
13813,0,0,NA,0,1263,33,23,66,4,1,1,89.9,0
12004,6,0,NA,0,395,19,3,5,2,1,2,32.13,0
17864,0,0,24,NA,520,4,14,NA,4,1,2,48.1,0
18236,5,0,23,0,920,26,NA,11,2,1,1,96.57,0
19977,0,0,23,0,2920,NA,1,21,3,1,1,123,0
12057,11,0,15,0,6087,135,78,40,1,2,1,771.21,0
13027,7,0,13,0,8627,165,66,NA,4,1,1,384.8,0
13234,3,0,14,2,2547,39,24,17,3,1,1,199.44,0
15205,0,0,7,0,4085,34,208,8,3,1,1,996.76,0
19621,NA,0,7,0,1182,NA,0,NA,2,1,1,53.775,1
17287,5,0,41,0,623,11,14,6,3,1,2,81.36,0
14322,15,0,39,1,2758,66,366,26,3,1,1,1576.96,0
16065,15,0,40,1,4503,72,8,37,1,1,1,295.625,0
10835,9,0,40,1,2665,NA,292,20,3,1,1,1276.4,0
13769,NA,0,NA,1,14078,NA,7,NA,3,1,1,598.12,0
18681,12,0,40,2,4820,89,9,27,3,1,1,232.36,0
19154,11,0,40,1,6223,101,14,14,3,1,1,308.96,0
12541,14,1,40,0,2543,60,15,19,3,1,2,164.12,0
11385,30,0,40,NA,15445,231,NA,NA,3,2,1,871.04,0
14683,9,0,40,2,3400,33,490,10,3,1,1,2097.32,0
13356,14,0,39,NA,15790,NA,157,32,2,1,1,1425.51,0
16799,8,0,39,2,6805,92,193,NA,3,1,1,1047.88,0
14089,5,0,39,0,1180,20,7,13,2,1,2,85.5,0
11393,7,0,40,0,NA,NA,20,10,3,1,2,121.4,0
15645,5,0,39,0,305,6,7,NA,2,1,2,45.495,1
13440,8,0,39,1,NA,133,391,45,3,1,1,1881.84,0
15609,12,0,39,2,11770,160,18,49,4,1,1,343.25,0
17739,28,0,35,0,NA,53,23,19,3,1,2,144.52,1
17676,26,0,38,9,10740,99,NA,44,5,1,1,174.585,0
