business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
xuaJvTRd3CrqEJXzn8J1Xg,Charter Communications,1638 Carlyle Ave,Belleville,IL,62221,38.5187529,-89.9353318,1,9,0,"Professional Services, Home Services, Internet Service Providers, Television Service Providers",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-18:0,9:0-18:0
uYBHf5LLq3f7YbBjncQdCg,Sacred Grounds,233 N Main St,Edwardsville,IL,62025,38.813642,-89.958458,4,78,1,"Breakfast & Brunch, Food, Coffee & Tea, Restaurants",NA,True,True,1,NA,True,False,False,'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,True,False,NA,u'none',True,'casual',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-18:0,7:0-15:0
xOZl80oIAEilSlhpI83Elg,Columbia Dental Center,"915 N Main St, Ste 2",Columbia,IL,62236,38.450263,-90.2079575,4.5,6,1,"Cosmetic Dentists, Health & Medical, Pediatric Dentists, Dentists, General Dentistry",True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-17:0,7:0-16:0,8:0-13:0,8:0-17:0,7:0-13:0,NA,NA
KupOvmT5lwDgWVz6cMefEQ,Scarletts Cabaret St Louis,5841 Bunkum Rd,Washington Park,IL,62204,38.6240144685,-90.0856505117,2.5,6,1,"Bars, Nightlife, Strip Clubs, Adult Entertainment",NA,True,True,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,True,NA,NA,u'full_bar',NA,NA,"{u'divey': None, u'hipster': True, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",NA,NA,NA,NA,NA,NA,u'yes',"{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': None}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12:0-4:0,12:0-4:0,12:0-4:0,12:0-4:0,12:0-6:0,12:0-6:0,12:0-4:0
hxB3ChW_IENkzAn_CyVnZQ,Krispy Kreme,5812 N Illinois St,Fairview Heights,IL,62208,38.5852347,-89.9843882,3,37,1,"Food, Donuts, Coffee & Tea, Bagels",NA,True,True,1,NA,True,True,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
ck5Nutbq3LxyZcz6RCkxHw,Olde World Jewelers,4614 N Illinois St,Fairview Heights,IL,62208,38.57153,-89.983433,5,9,1,"Jewelry, Shopping",False,True,True,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-18:0,9:0-18:0,9:0-19:0,9:0-18:0,9:0-18:0,9:0-15:0,NA
OViyxPrtyYDcBVEA_0MEWQ,Auffenberg Chrysler Dodge Jeep Ram,176 Auto Ct,O'Fallon,IL,62269,38.596451,-89.958109,3.5,13,1,"Car Dealers, Auto Repair, Automotive",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,8:30-18:0,NA
w4LCmXTPQWNqNKCLRxi7eg,Solve Your System,519 W US Hwy 50,O Fallon,IL,62269,38.58819,-89.919145,4,9,1,"IT Services & Computer Repair, Local Services",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,NA
AyNciRYmmhHFwGEsMWy_7Q,Hardee's,2720 Godfrey Rd,Godfrey,IL,62035,38.92358,-90.192288616,2,7,1,"Fast Food, Restaurants, Burgers",NA,True,NA,2,NA,True,True,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,True,u'casual',NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-23:0,5:0-23:0,6:0-22:0
lRgVmRpHAHWMIEGCt7dQ0w,Downtown Belleville YMCA - Kern Center,200 S Illinois St,Belleville,IL,62220,38.5110541244,-89.9837349563,3,12,1,"Child Care & Day Care, Summer Camps, Fitness & Instruction, Local Services, Gyms, Active Life, Community Service/Non-Profit",False,True,True,NA,NA,NA,NA,NA,NA,None,True,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-21:0,9:0-13:0,12:0-18:0
7gXV1qOAPZDR62gB8PGfZQ,Fire-N-Smoke Wood-Fired Kitchen,1214 Central Park Dr,O'Fallon,IL,62269,38.5766684948,-89.9338463321,3.5,36,0,"Restaurants, Pizza, American (Traditional), Burgers, Barbeque",NA,True,True,2,NA,True,False,NA,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,True,False,NA,'full_bar',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,NA,u'loud',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0
nAnlqsDQiAYN2l6Sk1ezEw,Imo's Pizza,654 N Market St,Waterloo,IL,62298,38.3458319,-90.1500921,3.5,15,1,"Italian, Sandwiches, Pizza, Restaurants",NA,True,False,2,NA,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,False,True,False,NA,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,10:30-19:0,10:30-22:0,10:30-19:0,10:30-23:0,10:30-23:0,10:30-22:0
OZBgthytxfarbq3dCmuFKw,West Belleville Nail Spa,5860 Belleville Crossing St,Belleville,IL,62226,38.527634,-90.035377,2.5,25,1,"Beauty & Spas, Nail Salons",False,True,False,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:30-20:0,9:30-20:0,9:30-20:0,9:30-20:0,9:30-20:0,9:30-19:30,11:0-17:0
o-LnWJfKQRaOcaDrR7KKsw,Chipotle Mexican Grill,2200 Troy Rd,Edwardsville,IL,62025,38.786358251,-89.9502754254,2,10,1,"Fast Food, Restaurants, Mexican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
MTXCqknh-kRGHKA4U_ICLg,Kettle River Furniture & Bedding,1091 S State Rte 157,Edwardsville,IL,62025,38.7864604,-89.9802675,3,9,1,"Kitchen & Bath, Furniture Reupholstery, Mattresses, Home Decor, Furniture Stores, Local Services, Office Equipment, Shopping, Home & Garden",NA,True,NA,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,9:0-17:0,9:0-17:0,9:0-20:0,9:0-19:0,9:0-19:0,12:0-18:0
r57k6QdC2uS7VQIgwwYfaw,Princivalli's Cafe,602 E 3rd St,Alton,IL,62002,38.8904785,-90.1767686,3.5,14,0,"Italian, Pizza, Restaurants",NA,True,False,1,NA,True,False,True,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qQrNp9Q_-1GC1eRGv-HZLg,Proving Ground,180 Columbia Ctr,Columbia,IL,62236,38.4459071,-90.2195384,4.5,48,1,"Food, Coffee & Tea, Soup, Restaurants, Coffee Roasteries, Breakfast & Brunch",NA,True,False,1,NA,True,False,NA,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,True,False,NA,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,True,NA,'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,7:0-14:0,7:0-14:0
4Uk82qhmG_HLvBVJkiZCpw,ZaZa Nails & Spa,4225 Sstate Rt 159,Glen Carbon,IL,62034,38.7720567735,-89.9568566055,3.5,89,1,"Beauty & Spas, Day Spas, Nail Salons, Nail Technicians",False,True,True,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:30-20:0,9:30-20:0,9:30-20:0,9:30-20:0,9:30-20:0,9:30-19:30,11:0-17:0
mbFovrFL60UWpwBfv42RVg,China Wok,2702 Godfrey Rd,Godfrey,IL,62035,38.922394,-90.192598,4,20,1,"Chinese, Restaurants",NA,True,False,2,NA,True,False,NA,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,u'beer_and_wine',True,u'casual',"{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}",NA,True,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQYiPwm4iHCaJhyUlcyQXQ,Argosy Casino Alton,1 Piasa St,Alton,IL,62002,38.8888296,-90.1868203282,2.5,20,1,"Casinos, Restaurants, Music Venues, Nightlife, Arts & Entertainment, American (New)",NA,True,True,2,False,False,False,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,False,False,True,False,NA,'full_bar',False,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,NA,'average',NA,NA,NA,{'live': False},False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-3:0,9:0-3:0,9:0-2:0
5lbq0veZ3Dzf3CCvLWswTA,Auffenberg Volkswagen,1708 New Car Dr,O'Fallon,IL,62269,38.5963569,-89.9572079,3,14,1,"Automotive, Car Dealers, Used Car Dealers, Auto Loan Providers, Auto Repair",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,8:30-18:0,NA
1wzEAuZE1W-dhzcYWGW7Xg,Verizon,6695 Edwardsville Crossing Dr,Edwardsville,IL,62025,38.7891816258,-89.9525597692,3,13,1,"Internet Service Providers, Professional Services, Home Services, Mobile Phones, Electronics, Shopping",None,True,None,4,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-17:0
imJD8f5gZjPT4D5UGZoaVQ,Hawthorne Animal Hospital,5 Cougar Dr,Glen Carbon,IL,62034,38.7794578,-89.9572726,2.5,39,1,"Pet Boarding, Pets, Pet Groomers, Pet Services, Veterinarians, Pet Sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Nm9Y9fiF_VntIQ0QEwm5vw,Reconditioned Appliances,701 north belt west,Swansea,IL,62226,38.5357850607,-89.990054,1.5,10,1,"Shopping, Appliances, Local Services, Home & Garden, Mattresses, Appliances & Repair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-14:0,NA
DSFyuSSZOQ6fIQYauZP4AA,ALDI,1635 W US Hwy 50,O'fallon,IL,62269,38.5918896173,-89.9564666748,4,9,1,"Beer, Wine & Spirits, Organic Stores, Grocery, Food, Specialty Food, Fruits & Veggies, Discount Store, Meat Shops, Shopping",NA,True,True,2,NA,True,True,False,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:30-20:0,9:0-20:0,8:30-20:0,9:0-19:0,9:0-20:0,9:0-20:0
3MLWa_7xCRCvmbiuaXgmvA,All About Eyes - O' Fallon,1222 Central Park Dr,O'Fallon,IL,62269,38.5774392552,-89.9344413,3.5,9,1,"Eyewear & Opticians, Health & Medical, Shopping, Laser Eye Surgery/Lasik, Optometrists",False,True,True,2,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-19:0,9:0-18:0,9:0-18:0,9:0-18:0,8:0-17:0,8:0-16:0,NA
XbyPavh4IWWmFivupJMaQw,Bluff City Grill,424 E Broadway,Alton,IL,62002,38.8899725,-90.1801756,4,86,1,"Restaurants, American (Traditional), Cocktail Bars, Desserts, Food, Nightlife, Sandwiches, Bars, Sports Bars",NA,True,False,2,False,True,False,True,'free',"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,False,True,True,False,u'full_bar',True,u'casual',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",True,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': False}",False,NA,"{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
ed4d6Q_3V9-ERsdy7CYxMg,Vintage Wine Bar,212 S Main St,Waterloo,IL,62298,38.3348998752,-90.1500235413,5,9,1,"Nightlife, Bars, Wine Bars",NA,True,False,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,False,True,True,False,NA,'beer_and_wine',NA,NA,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",NA,True,NA,NA,NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
y4HwLrId6d6usowkU25lUQ,Cigar Inn Jazz Club,"119 W Main St, Ste A",Belleville,IL,62220,38.5137725,-89.9863372,4.5,7,1,"Shopping, Nightlife, Tobacco Shops, Jazz & Blues, Arts & Entertainment, Performing Arts",NA,True,True,2,True,False,True,NA,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,True,True,True,NA,False,u'full_bar',False,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,True,NA,u'average',NA,False,u'yes',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18:0-23:0,18:0-23:0,18:0-1:0,18:0-1:0,12:0-19:0
fH5-YRf8aEIdCiPWM0rcwA,The Tapestry Room,127 W St Louis St,Lebanon,IL,62254,38.6041678,-89.8088942,3.5,6,0,"American (Traditional), Restaurants",NA,True,NA,1,NA,True,NA,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,False,True,NA,u'none',False,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6NiEUEE3_L3Nl-021OUUhw,Nautilus Fitness Center,4425 Industrial Dr,Alton,IL,62002,38.9267848,-90.1832308,2.5,6,1,"Fitness & Instruction, Gyms, Active Life, Trainers",False,True,False,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-21:0,6:0-20:0,8:0-18:0
SAFPlkE2sT5IdJePfLQb5Q,Porter's Steakhouse,1000 Eastport Plaza Dr,Collinsville,IL,62234,38.679199,-90.016389,3.5,95,1,"Nightlife, Wine Bars, Restaurants, Bars, Steakhouses",NA,True,False,3,NA,False,False,True,'free',"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True,NA,u'full_bar',False,u'dressy',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,True,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
mKHcyt6kVkmJjeOBs6Cv5g,TurfGator,1101 Galaxy Dr,Lebanon,IL,62254,38.5928445,-89.8027954,4,6,1,"Landscape Architects, Home Services, Shopping, Lawn Services, Home & Garden, Landscaping, Local Services, Tree Services, Pest Control",True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,NA,NA
Th5JlsZ6bHc4xvTTgjEWVQ,Cindy's Critter Camp,2330 S Center St,Maryville,IL,62062,38.7200956683,-89.9560265735,4,33,0,"Pets, Pet Services, Pet Groomers, Pet Training, Pet Sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-14:0,NA
9ULugAWHAj43N9iatkcVBA,Pilot Travel Center,820 Edwardsville Rd,Troy,IL,62294,38.731544,-89.908574,3,5,1,"Automotive, Gas Stations, Food, Convenience Stores",NA,True,NA,NA,NA,NA,NA,NA,NA,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
BtmrBHAi6H9SK8OeRyqr0g,The Mission Thrift Store,653 Carlyle Ave,Belleville,IL,62221,38.5180587769,-89.9554214478,2.5,7,1,"Shopping, Thrift Stores, Discount Store",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,NA
_VJmkOkjDz7ddaNh-MP6gw,Noodles & Company,3290 Green Mount Crossing,Shiloh,IL,62269,38.5732019874,-89.9263760043,3,63,1,"Restaurants, Noodles, Specialty Food, Food, Chinese, Salad, Pasta Shops, Sandwiches",NA,True,False,1,NA,True,True,True,'free',"{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': None}",NA,NA,True,True,False,NA,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,True,NA,u'average',None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
2-c5Tx-42OTSIOtIjf4GTw,Almighty tattoos,4719 W Main St,Belleville,IL,62226,38.5427103,-90.0262534,4,11,1,"Tattoo, Piercing, Beauty & Spas",False,False,True,3,NA,NA,NA,NA,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-17:0
xdXm7ti5O0na_CySElhpYw,Grit & Tonic Handcrafted,120 W St Louis St,Lebanon,IL,62254,38.60374,-89.808596,5,20,1,"Nightlife, Bars, Cocktail Bars",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",NA,NA,NA,True,NA,NA,u'full_bar',NA,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,NA,NA,u'average',NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
